PatientID,DataSiloName,BirthDate,Sex_Status ,Neuter_Status ,VetCompassBreed_Cleaned,Bodyweight (kg),Bodyweight (kg) (excluding missing),Bodyweight (kg)_missing,Insurance status,Insurance status_01,Overweight/obese,Overweight/obese_exclude missing,Overweight/obese_missing,Date of CCL rupture diagnosis,Age at diagnosis (years),Management of CCL rupture,Surgical Method,Change in Assignment ,Management of CCL rupture_01,Orthopaedic comorbidity at diagnosis collapsed,Number of non-orthopaedic comorbidities at diagnosis_grouped,Date of surgery,Lameness_binary_3mo,Lameness_3mo_cens,Lameness_3mo_missing,Lameness_binary_12mo,Lameness_12mo_cens,Lameness_12mo_missing,Analgesia_at_3mo,Analgesia_at_3mo_cens,Analgesia_at_6mo,Analgesia_at_6mo_cens,Analgesia_at_12mo,Analgesia_at_12mo_cens,Subsequent contralateral CCL rupture,Date of subsequent rupture,Did the dog die,Date of death,Method of death,Date of final EPR,Date of final follow up,Follow_up_time
79296,"Companion Care (Live,Rx)",06/12/2015 00:00,Male,Neutered,Crossbreed,25.2,25.2,0,Insured,1,Overweight/obese,Overweight/obese,1,14/03/2019 00:00,3.27,Surgical,CCWO,0,1,Osteoarthritis,0,11/04/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,25/06/2020 00:00,25/06/2020 00:00,12
72517,"Vets 4 Pets (Live,Rx)",03/04/2013 00:00,Male,Entire,British Bulldog,24.9,24.9,0,Insured,1,Not recorded,,0,20/06/2019 00:00,6.21,NonSurgical,,0,0,Other,1,,0,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,01/10/2020 00:00,01/10/2020 00:00,12
29415,"MediVet Group (Live,In-house)",05/01/2008 00:00,Female,Entire,Crossbreed,-100,,1,NotInsured,0,Not recorded,,0,05/08/2019 00:00,11.58,NonSurgical,,0,0,Patellar luxation,1,,,1,1,1,0,0,1,0,1,0,0,0,No,,Yes,16/11/2020 00:00,Euthanasia,16/11/2020 00:00,16/11/2020 00:00,12
91750,CVS,05/11/2014 00:00,Female,Neutered,Jack Russell Terrier,7.2,7.2,0,Insured,1,Overweight/obese,Overweight/obese,1,05/03/2019 00:00,4.33,Surgical,Lateral Suture,0,1,No recorded comorbidity ,0,08/03/2019 00:00,0,0,0,,1,1,1,0,0,0,0,0,No,,No,,,17/06/2020 00:00,17/06/2020 00:00,12
28713,"Companion Care (Live,Rx)",09/09/2013 00:00,Female,Neutered,Jack Russell Terrier,6.255,6.255,0,NotInsured,0,Not recorded,,0,26/03/2019 00:00,5.54,Surgical,Lateral Suture,0,1,No recorded comorbidity ,0,18/04/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,10/07/2020 00:00,10/07/2020 00:00,12
53748,CVS,12/10/2012 00:00,Female,Neutered,Border Terrier,9.35,9.35,0,Insured,1,Not recorded,,0,29/04/2019 00:00,6.54,Surgical,TTA,0,1,No recorded comorbidity ,0,13/05/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,Yes,13/08/2020 00:00,No,,,04/01/2022 00:00,13/08/2020 00:00,12
13584,"Vets 4 Pets (Live,Rx)",20/07/2012 00:00,Female,Entire,Jack Russell Terrier,7.93,7.93,0,NotInsured,0,Not recorded,,0,22/07/2019 00:00,7,Surgical,Lateral suture,0,1,No recorded comorbidity ,0,30/07/2019 00:00,1,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,05/11/2020 00:00,05/11/2020 00:00,12
45092,"Vets 4 Pets (Live,Rx)",11/11/2009 00:00,Male,Entire,Olde English Bulldogge,-100,,1,NotInsured,0,Not recorded,,0,08/07/2019 00:00,9.65,NonSurgical,,0,0,No recorded comorbidity ,0,,,1,1,0,0,0,0,0,0,0,0,0,No,,No,,,23/10/2020 00:00,23/10/2020 00:00,12
86644,"Companion Care (Live,Rx)",19/03/2013 00:00,Male,Neutered,Border Collie,21.4,21.4,0,Insured,1,Not recorded,,0,15/05/2019 00:00,6.15,Surgical,TPLO,0,1,Osteoarthritis,0,27/05/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,31/08/2020 00:00,31/08/2020 00:00,12
82213,"Companion Care (Live,Rx)",14/06/2016 00:00,Female,Entire,Border Terrier,7.55,7.55,0,Insured,1,Not recorded,,0,12/03/2019 00:00,2.74,NonSurgical,,0,0,No recorded comorbidity ,0,,,1,1,0,0,0,0,0,0,0,0,0,No,,No,,,30/06/2020 00:00,30/06/2020 00:00,12
72952,"Goddards Veterinary Group (Live,In-house)",25/11/2010 00:00,Male,Neutered,Cavapoo,-100,,1,Insured,1,Overweight/obese,Overweight/obese,1,25/11/2019 00:00,9,Surgical,TPLO,0,1,No recorded comorbidity ,1,03/01/2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,15/03/2021 00:00,15/03/2021 00:00,12
59427,"Companion Care (Live,Rx)",29/07/2017 00:00,Male,Entire,Rottweiler,34.2,34.2,0,NotInsured,0,Not recorded,,0,13/03/2019 00:00,1.62,NonSurgical,,0,0,Patellar luxation,0,,1,0,0,0,0,0,1,0,1,0,0,0,No,,No,,,02/07/2020 00:00,02/07/2020 00:00,12
93316,"Companion Care (Live,Rx)",05/08/2011 00:00,Male,Neutered,Bichon Frise,8.425,8.425,0,Insured,1,Not recorded,,0,24/05/2019 00:00,7.8,Surgical,TPLO,0,1,No recorded comorbidity ,0,24/05/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,12/09/2020 00:00,12/09/2020 00:00,12
21815,"MediVet Group (Live,In-house)",02/02/2013 00:00,Female,Neutered,Husky,34.3,34.3,0,Insured,1,Overweight/obese,Overweight/obese,1,30/04/2019 00:00,6.24,Surgical,TPLO,0,1,No recorded comorbidity ,0,30/04/2019 00:00,1,0,0,1,0,0,1,0,1,0,1,0,No,,No,,,21/08/2020 00:00,21/08/2020 00:00,12
52089,"Goddards Veterinary Group (Live,In-house)",23/02/2011 16:48,Female,Neutered,Jack Russell Terrier,-100,,1,Insured,1,Not recorded,,0,29/04/2019 00:00,8.18,Surgical,TPLO,0,1,No recorded comorbidity ,0,10/05/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,21/08/2020 00:00,21/08/2020 00:00,12
67320,CVS,18/08/2009 00:00,Male,Entire,English Springer Spaniel,23.6,23.6,0,Insured,1,Overweight/obese,Overweight/obese,1,23/05/2019 00:00,9.76,Surgical,Not recorded,0,1,Osteoarthritis,0,24/06/2019 00:00,,1,1,0,0,0,0,0,0,0,0,0,Yes,15/09/2020 00:00,No,,,19/08/2021 00:00,15/09/2020 00:00,12
91886,CVS,04/05/2010 00:00,Female,Entire,Jack Russell Terrier,7.7,7.7,0,NotInsured,0,Not recorded,,0,11/10/2019 00:00,9.44,NonSurgical,,0,0,No recorded comorbidity ,0,,,1,1,1,0,0,1,0,1,0,1,0,No,,No,,,04/02/2021 00:00,04/02/2021 00:00,12
83524,CVS,12/06/2011 00:00,Male,Neutered,Golden Retriever,30,30,0,Insured,1,Not recorded,,0,15/07/2019 00:00,8.09,Surgical,TPLO,0,1,No recorded comorbidity ,0,16/07/2019 00:00,1,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,09/11/2020 00:00,09/11/2020 00:00,12
62977,"Companion Care (Live,Rx)",13/02/2016 00:00,Female,Entire,Jack Russell Terrier,10.7,10.7,0,Insured,1,Not recorded,,0,08/05/2019 00:00,3.23,Surgical,TPLO,0,1,No recorded comorbidity ,0,09/05/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,03/09/2020 00:00,03/09/2020 00:00,12
83701,"Companion Care (Live,Rx)",10/01/2012 00:00,Female,Neutered,Bichon Frise,6.575,6.575,0,Insured,1,Not recorded,,0,07/05/2019 00:00,7.32,Surgical,Lateral Suture,0,1,No recorded comorbidity ,0,29/05/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,03/09/2020 00:00,03/09/2020 00:00,12
72264,"Companion Care (Live,Rx)",12/06/2014 00:00,Female,Neutered,Crossbreed,36.4,36.4,0,Insured,1,Not recorded,,0,16/03/2019 00:00,4.76,Surgical,TPLO,0,1,No recorded comorbidity ,0,18/03/2019 00:00,0,0,0,1,0,0,1,0,1,0,1,0,No,,No,,,14/07/2020 00:00,14/07/2020 00:00,12
7463,CVS,24/07/2008 00:00,Male,Neutered,Crossbreed,21.6,21.6,0,Insured,1,Not recorded,,0,08/01/2019 00:00,10.46,Surgical,Not recorded,0,1,No recorded comorbidity ,0,12/02/2019 00:00,0,0,0,,1,1,0,0,0,0,0,0,No,,No,,,12/05/2020 00:00,12/05/2020 00:00,12
90633,"Companion Care (Live,Rx)",10/03/2011 00:00,Female,Entire,German Shepherd Dog,45.3,45.3,0,NotInsured,0,Overweight/obese,Overweight/obese,1,02/05/2019 00:00,8.15,NonSurgical,,0,0,No recorded comorbidity ,0,,1,0,0,,1,1,1,0,1,0,1,0,No,,No,,,04/09/2020 00:00,04/09/2020 00:00,12
78203,"Companion Care (Live,Rx)",01/11/2010 00:00,Male,Neutered,Yorkshire Terrier,6.55,6.55,0,Insured,1,Not recorded,,0,29/01/2019 00:00,8.24,Surgical,Lateral Suture,0,1,No recorded comorbidity ,0,29/01/2019 00:00,1,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,04/06/2020 00:00,04/06/2020 00:00,12
95636,"Companion Care (Live,Rx)",11/11/2016 00:00,Male,Entire,Cocker Spaniel,14.5,14.5,0,NotInsured,0,Overweight/obese,Overweight/obese,1,06/02/2019 00:00,2.24,NonSurgical,,0,0,No recorded comorbidity ,0,,0,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,13/06/2020 00:00,13/06/2020 00:00,12
81688,CVS,21/10/2007 00:00,Female,Neutered,Cavalier King Charles Spaniel,10.625,10.625,0,NotInsured,0,Not recorded,,0,26/03/2019 00:00,11.43,NonSurgical,,0,0,No recorded comorbidity ,1,,0,0,0,0,0,0,0,0,0,0,0,0,No,,Yes,04/08/2020 00:00,Euthanasia,04/08/2020 00:00,04/08/2020 00:00,12
86409,"Companion Care (Live,Rx)",27/10/2011 00:00,Male,Neutered,Yorkshire Terrier,7.15,7.15,0,NotInsured,0,Not recorded,,0,19/04/2019 00:00,7.48,Surgical,Lateral Suture,0,1,No recorded comorbidity ,0,25/04/2019 00:00,0,0,0,1,0,0,0,0,0,0,0,0,No,,No,,,29/08/2020 00:00,29/08/2020 00:00,12
15705,"Companion Care (Live,Rx)",17/09/2007 00:00,Male,Neutered,Crossbreed,21.6,21.6,0,NotInsured,0,Not recorded,,0,31/01/2019 00:00,11.37,Surgical,TPLO,0,1,Osteoarthritis,0,31/01/2019 00:00,1,0,0,1,0,0,1,0,1,0,1,0,No,,No,,,12/06/2020 00:00,12/06/2020 00:00,12
82190,CVS,04/02/2015 00:00,Female,Neutered,Crossbreed,12.45,12.45,0,Insured,1,Not recorded,,0,15/10/2019 00:00,4.69,Surgical,TPLO,0,1,Other,0,15/10/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,25/02/2021 00:00,25/02/2021 00:00,12
79851,"Vets 4 Pets (Live,Rx)",15/04/2011 00:00,Female,Neutered,Bichon Frise,9.5,9.5,0,Insured,1,Not recorded,,0,01/08/2019 00:00,8.3,Surgical,Not recorded,0,1,No recorded comorbidity ,0,06/08/2019 00:00,0,0,0,,1,1,1,0,1,0,1,0,No,,No,,,12/12/2020 00:00,12/12/2020 00:00,12
757,"Companion Care (Live,Rx)",15/02/2010 00:00,Female,Neutered,Beagle,16.675,16.675,0,Insured,1,Ideal bodyweight,Ideal bodyweight,1,29/03/2019 00:00,9.11,NonSurgical,,0,0,Osteoarthritis,0,,,1,1,1,0,0,1,0,1,0,1,0,No,,No,,,11/08/2020 00:00,11/08/2020 00:00,12
16561,"Companion Care (Live,Rx)",13/08/2008 00:00,Female,Neutered,Crossbreed,32.1,32.1,0,NotInsured,0,Not recorded,,0,11/02/2019 00:00,10.5,Surgical,TTA,0,1,No recorded comorbidity ,0,18/02/2019 00:00,0,0,0,1,0,0,1,0,1,0,0,0,No,,No,,,26/06/2020 00:00,26/06/2020 00:00,12
39283,"Goddards Veterinary Group (Live,In-house)",29/04/2007 00:00,Female,Neutered,Jack Russell Terrier,-100,,1,Insured,1,Overweight/obese,Overweight/obese,1,23/04/2019 00:00,11.96,NonSurgical,,0,0,No recorded comorbidity ,0,,1,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,05/09/2020 00:00,05/09/2020 00:00,12
5300,CVS,25/05/2017 00:00,Female,Neutered,Crossbreed,10.4,10.4,0,Insured,1,Not recorded,,0,20/03/2019 00:00,1.82,Surgical,Lateral Suture,0,1,No recorded comorbidity ,0,20/03/2019 00:00,0,0,0,,1,1,1,0,1,0,0,0,No,,No,,,03/08/2020 00:00,03/08/2020 00:00,12
36679,"MediVet Group (Live,In-house)",14/08/2017 00:00,Male,Entire,Chow Chow,25.1,25.1,0,Insured,1,Not recorded,,0,18/07/2019 00:00,1.92,Surgical,TPLO,0,1,No recorded comorbidity ,0,01/08/2019 00:00,0,0,0,0,0,0,1,0,0,0,0,0,No,,No,,,03/12/2020 00:00,03/12/2020 00:00,12
74492,"Vets 4 Pets (Live,Rx)",22/07/2015 00:00,Female,Entire,Cockapoo,13.4,13.4,0,Insured,1,Not recorded,,0,13/09/2019 00:00,4.15,Surgical,TPLO,0,1,No recorded comorbidity ,0,27/09/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,Yes,29/01/2021 00:00,No,,,21/09/2021 00:00,29/01/2021 00:00,12
50444,"Vets 4 Pets (Live,Rx)",25/06/2012 00:00,Female,Neutered,Jack Russell Terrier,5.8,5.8,0,NotInsured,0,Not recorded,,0,30/12/2019 00:00,7.51,NonSurgical,,0,0,Osteoarthritis,0,,,1,1,0,0,0,0,0,0,0,0,0,No,,No,,,19/05/2021 00:00,19/05/2021 00:00,12
38260,"Companion Care (Live,Rx)",11/02/2008 00:00,Male,Neutered,Crossbreed,21.9,21.9,0,Insured,1,Not recorded,,0,24/04/2019 00:00,11.2,Surgical,TTA,0,1,No recorded comorbidity ,0,24/04/2019 00:00,1,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,12/09/2020 00:00,12/09/2020 00:00,12
19726,"Companion Care (Live,Rx)",04/02/2011 00:00,Male,Neutered,Bichon Frise,7.8,7.8,0,NotInsured,0,Not recorded,,0,04/01/2019 00:00,7.92,Surgical,Lateral Suture,0,1,Other,0,17/01/2019 00:00,,1,1,0,0,0,0,0,0,0,0,0,No,,No,,,26/05/2020 00:00,26/05/2020 00:00,12
63466,"Companion Care (Live,Rx)",01/07/2010 00:00,Male,Neutered,Jack Russell Terrier,9.1,9.1,0,Insured,1,Overweight/obese,Overweight/obese,1,17/03/2019 00:00,8.71,NonSurgical,,0,0,No recorded comorbidity ,0,,1,0,0,0,0,0,1,0,0,0,0,0,No,,No,,,06/08/2020 00:00,06/08/2020 00:00,12
70133,CVS,24/04/2017 00:00,Male,Entire,Great Dane,62.2,62.2,0,Insured,1,Not recorded,,0,18/02/2019 00:00,1.82,Surgical,TPLO,0,1,No recorded comorbidity ,0,01/03/2019 00:00,0,0,0,,1,1,0,0,0,0,0,0,Yes,13/07/2020 00:00,No,,,24/06/2021 00:00,13/07/2020 00:00,12
7597,"Companion Care (Live,Rx)",12/03/2014 00:00,Female,Neutered,English Springer Spaniel,20.8,20.8,0,Insured,1,Not recorded,,0,26/02/2019 00:00,4.96,Surgical,TPLO,0,1,Osteoarthritis,0,26/02/2019 00:00,,1,1,,1,1,0,0,0,0,0,0,No,,No,,,21/07/2020 00:00,21/07/2020 00:00,12
18268,"Vets 4 Pets (Live,Rx)",31/05/2014 00:00,Male,Entire,Jack Russell Terrier,9.6,9.6,0,Insured,1,Not recorded,,0,04/11/2019 00:00,5.43,NonSurgical,,0,0,Osteoarthritis,0,,1,0,0,0,0,0,1,0,1,0,1,0,Yes,29/03/2021 00:00,No,,,21/09/2021 00:00,29/03/2021 00:00,12
93693,"Companion Care (Live,Rx)",23/07/2008 00:00,Male,Entire,Crossbreed,-100,,1,Insured,1,Not recorded,,0,26/01/2019 00:00,10.51,Surgical,TTA,0,1,No recorded comorbidity ,0,06/02/2019 00:00,1,0,0,1,0,0,1,0,1,0,1,0,No,,No,,,23/06/2020 00:00,23/06/2020 00:00,12
23983,"Vets 4 Pets (Live,Rx)",27/12/2008 00:00,Female,Entire,Estrela Mountain Dog,52.7,52.7,0,Insured,1,Not recorded,,0,28/10/2019 00:00,10.83,Surgical,TPLO,0,1,No recorded comorbidity ,0,28/10/2019 00:00,,1,1,0,0,0,0,0,0,0,0,0,No,,No,,,30/03/2021 00:00,30/03/2021 00:00,12
58795,"Vets 4 Pets (Live,Rx)",08/06/2013 00:00,Female,Neutered,Golden Retriever,30.3,30.3,0,NotInsured,0,Not recorded,,0,21/05/2019 00:00,5.95,Surgical,TPLO,0,1,Osteoarthritis,0,04/06/2019 00:00,0,0,0,,1,1,0,0,0,0,0,0,No,,No,,,22/10/2020 00:00,22/10/2020 00:00,12
98599,"Companion Care (Live,Rx)",30/05/2007 00:00,Male,Neutered,Staffordshire Bull Terrier,27.4,27.4,0,NotInsured,0,Not recorded,,0,07/03/2019 00:00,11.77,Surgical,TPLO,0,1,Osteoarthritis,0,07/03/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,11/08/2020 00:00,11/08/2020 00:00,12
41442,"Companion Care (Live,Rx)",09/07/2015 00:00,Male,Neutered,Golden Retriever,39.4,39.4,0,Insured,1,Overweight/obese,Overweight/obese,1,22/01/2019 00:00,3.54,Surgical,TPLO,0,1,No recorded comorbidity ,0,30/01/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,29/06/2020 00:00,29/06/2020 00:00,12
11327,"Companion Care (Live,Rx)",30/08/2016 00:00,Male,Neutered,Cavapoo,10.675,10.675,0,Insured,1,Overweight/obese,Overweight/obese,1,18/01/2019 00:00,2.38,Surgical,Not recorded,0,1,No recorded comorbidity ,0,24/01/2019 00:00,0,0,0,,1,1,0,0,0,0,0,0,No,,No,,,27/06/2020 00:00,27/06/2020 00:00,12
17413,CVS,19/09/2007 00:00,Male,Entire,Bearded Collie,28,28,0,Insured,1,Not recorded,,0,12/08/2019 00:00,11.9,Surgical,TPLO,0,1,Osteoarthritis,0,13/08/2019 00:00,1,0,0,,1,1,0,0,0,0,0,0,No,,No,,,20/01/2021 00:00,20/01/2021 00:00,12
1745,"MediVet Group (Live,In-house)",04/10/2008 00:00,Male,Neutered,Jack Russell Terrier,8.7,8.7,0,NotInsured,0,Not recorded,,0,26/07/2019 00:00,10.81,NonSurgical,,0,0,No recorded comorbidity ,0,,,1,1,0,0,0,1,0,1,0,1,0,No,,No,,,04/01/2021 00:00,04/01/2021 00:00,12
2012,"MediVet Group (Live,In-house)",26/05/2016 00:00,Female,Neutered,Rottweiler,47.95,47.95,0,Insured,1,Overweight/obese,Overweight/obese,1,18/10/2019 00:00,3.39,Surgical,TPLO,0,1,No recorded comorbidity ,0,24/10/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,Yes,30/03/2021 00:00,No,,,19/08/2021 00:00,30/03/2021 00:00,12
24690,"MediVet Group (Live,In-house)",03/09/2014 00:00,Female,Neutered,Crossbreed,10.5,10.5,0,Insured,1,Not recorded,,0,15/11/2019 00:00,5.2,Surgical,Lateral Suture,0,1,Other,0,13/12/2019 00:00,1,0,0,1,0,0,1,0,1,0,1,0,Yes,28/04/2021 00:00,No,,,14/01/2022 00:00,28/04/2021 00:00,12
77554,"Companion Care (Live,Rx)",10/07/2013 00:00,Female,Neutered,Crossbreed,19.4,19.4,0,Insured,1,Not recorded,,0,02/04/2019 00:00,5.73,Surgical,TTA,0,1,No recorded comorbidity ,0,12/04/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,No,,No,,,14/09/2020 00:00,14/09/2020 00:00,12
40052,"Vets 4 Pets (Live,Rx)",30/11/2016 00:00,Male,Neutered,Border Terrier,12.9,12.9,0,Insured,1,Not recorded,,0,13/11/2019 00:00,2.95,Surgical,TTA,0,1,No recorded comorbidity ,0,18/11/2019 00:00,0,0,0,1,0,0,1,0,1,0,1,0,No,,No,,,01/05/2021 00:00,01/05/2021 00:00,12
41224,"Vets 4 Pets (Live,Rx)",19/05/2011 00:00,Male,Entire,Crossbreed,9.7,9.7,0,Insured,1,Overweight/obese,Overweight/obese,1,13/05/2019 00:00,7.98,Surgical,Lateral suture,0,1,No recorded comorbidity ,0,23/05/2019 00:00,,1,1,,1,1,0,0,0,0,0,0,No,,No,,,29/10/2020 00:00,29/10/2020 00:00,12
69043,"Vets 4 Pets (Live,Rx)",10/05/2013 00:00,Male,Entire,Dogue de Bordeaux,62.05,62.05,0,NotInsured,0,Not recorded,,0,05/08/2019 00:00,6.24,NonSurgical,,0,0,No recorded comorbidity ,0,,,1,1,1,0,0,1,0,1,0,1,0,No,,No,,,23/01/2021 00:00,23/01/2021 00:00,12
48160,CVS,06/04/2011 00:00,Female,Neutered,Bearded Collie,24.8,24.8,0,Insured,1,Overweight/obese,Overweight/obese,1,13/09/2019 00:00,8.44,Surgical,TTA,0,1,No recorded comorbidity ,0,02/10/2019 00:00,0,0,0,1,0,0,1,0,1,0,1,0,No,,Yes,24/02/2021 00:00,Euthanasia,04/03/2021 00:00,04/03/2021 00:00,12
92748,"MediVet Group (Live,In-house)",20/07/2011 00:00,Male,Neutered,English Springer Spaniel,24.55,24.55,0,Insured,1,Not recorded,,0,07/02/2019 00:00,7.55,Surgical,TPLO,0,1,Osteoarthritis,0,14/03/2019 00:00,,1,1,1,0,0,0,0,0,0,0,0,Yes,31/07/2020 00:00,No,,,15/01/2022 00:00,31/07/2020 00:00,12
78641,"Vets 4 Pets (Live,Rx)",15/07/2015 00:00,Female,Entire,Border Terrier,10,10,0,NotInsured,0,Ideal bodyweight,Ideal bodyweight,1,06/06/2019 00:00,3.89,NonSurgical,,0,0,No recorded comorbidity ,0,,,1,1,,1,1,0,0,0,0,0,0,No,,No,,,01/12/2020 00:00,01/12/2020 00:00,12
83812,CVS,08/11/2014 00:00,Male,Neutered,Labradoodle,37.25,37.25,0,Insured,1,Not recorded,,0,21/06/2019 00:00,4.62,NonSurgical,,0,0,Osteoarthritis,0,,,1,1,0,0,0,1,0,1,0,1,0,No,,No,,,16/12/2020 00:00,16/12/2020 00:00,12
21622,"Vets 4 Pets (Live,Rx)",26/04/2015 00:00,Female,Entire,Crossbreed,9.25,9.25,0,Insured,1,Overweight/obese,Overweight/obese,1,11/07/2019 00:00,4.21,NonSurgical,,0,0,Osteoarthritis,0,,1,0,0,0,0,0,1,0,1,0,1,0,No,,No,,,07/01/2021 00:00,07/01/2021 00:00,12
63102,"Companion Care (Live,Rx)",28/02/2013 00:00,Female,Neutered,Crossbreed,38.925,38.925,0,Insured,1,Not recorded,,0,20/02/2019 00:00,5.98,Surgical,TTA,0,1,No recorded comorbidity ,0,20/02/2019 00:00,0,0,0,,1,1,0,0,0,0,0,0,No,,No,,,19/08/2020 00:00,19/08/2020 00:00,12
29734,"Goddards Veterinary Group (Live,In-house)",01/08/2008 15:57,Male,Neutered,Crossbreed,-100,,1,NotInsured,0,Overweight/obese,Overweight/obese,1,18/05/2019 00:00,10.79,Surgical,TPLO,0,1,No recorded comorbidity ,0,20/05/2019 00:00,,1,1,0,0,0,0,0,0,0,0,0,No,,No,,,17/11/2020 00:00,17/11/2020 00:00,12
69730,"Companion Care (Live,Rx)",11/01/2014 00:00,Male,Neutered,Crossbreed,10.3,10.3,0,Insured,1,Not recorded,,0,06/03/2019 00:00,5.15,Surgical,Lateral Suture,0,1,Osteoarthritis,0,06/03/2019 00:00,0,0,0,1,0,0,1,0,1,0,0,0,No,,No,,,06/09/2020 00:00,06/09/2020 00:00,12
98440,CVS,05/02/2011 00:00,Female,Entire,Crossbreed,39,39,0,Insured,1,Not recorded,,0,17/10/2019 00:00,8.7,Surgical,TTA,0,1,Osteoarthritis,0,06/11/2019 00:00,1,0,0,,1,1,0,0,0,0,0,0,No,,No,,,19/04/2021 00:00,19/04/2021 00:00,12
77142,CVS,05/03/2013 00:00,Female,Entire,Chihuahua,2.6,2.6,0,NotInsured,0,Overweight/obese,Overweight/obese,1,12/12/2019 00:00,6.77,Surgical,Lateral suture,0,1,No recorded comorbidity ,0,17/12/2019 00:00,1,0,0,0,0,0,0,0,0,0,0,0,No,,Yes,16/06/2021 00:00,Unassisted death,16/06/2021 00:00,16/06/2021 00:00,12
36028,CVS,01/11/2017 00:00,Male,Entire,Schnauzer,7.95,7.95,0,Insured,1,Not recorded,,0,05/11/2019 00:00,2.01,Surgical,Lateral Suture,0,1,No recorded comorbidity ,1,08/11/2019 00:00,1,0,0,1,0,0,1,0,1,0,1,0,No,,No,,,11/05/2021 00:00,11/05/2021 00:00,12
56995,CVS,06/09/2012 00:00,Female,Neutered,Labradoodle,21.6,21.6,0,Insured,1,Overweight/obese,Overweight/obese,1,30/12/2019 00:00,7.31,Surgical,TPLO,0,1,No recorded comorbidity ,0,14/01/2020 00:00,0,0,0,0,0,0,0,0,0,0,0,0,Yes,06/07/2021 00:00,No,,,10/01/2022 00:00,06/07/2021 00:00,12
28793,"Companion Care (Live,Rx)",04/12/2015 00:00,Male,Neutered,Coton De Tulear,10,10,0,Insured,1,Not recorded,,0,18/02/2019 00:00,3.21,Surgical,TPLO,0,1,No recorded comorbidity ,0,07/03/2019 00:00,0,0,0,,1,1,0,0,0,0,0,0,No,,No,,,27/08/2020 00:00,27/08/2020 00:00,12
7656,"Companion Care (Live,Rx)",28/03/2012 00:00,Female,Neutered,Labrador Retriever,32.2,32.2,0,NotInsured,0,Ideal bodyweight,Ideal bodyweight,1,04/01/2019 00:00,6.77,Surgical,TPLO,0,1,Osteoarthritis,0,21/01/2019 00:00,1,0,0,,1,1,1,0,1,0,1,0,No,,No,,,15/07/2020 00:00,15/07/2020 00:00,12
30817,CVS,26/07/2014 00:00,Male,Neutered,Jack Russell Terrier,9.3,9.3,0,Insured,1,Overweight/obese,Overweight/obese,1,29/05/2019 00:00,4.84,Surgical,Lateral Suture,0,1,No recorded comorbidity ,0,04/06/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,Yes,11/12/2020 00:00,No,,,22/12/2021 00:00,11/12/2020 00:00,12
59763,"Companion Care (Live,Rx)",15/08/2008 00:00,Female,Neutered,Crossbreed,12.9,12.9,0,Insured,1,Not recorded,,0,27/02/2019 00:00,10.54,Surgical,Lateral Suture,0,1,No recorded comorbidity ,0,12/03/2019 00:00,1,0,0,,1,1,0,0,0,0,0,0,No,,No,,,14/09/2020 00:00,14/09/2020 00:00,12
4074,"MediVet Group (Live,In-house)",01/08/2013 00:00,Female,Neutered,Bichon Frise,6.65,6.65,0,Insured,1,Not recorded,,0,13/12/2019 00:00,6.37,Surgical,TPLO,0,1,Patellar luxation,0,13/12/2019 00:00,,1,1,0,0,0,0,0,0,0,0,0,No,,No,,,01/07/2021 00:00,01/07/2021 00:00,12
29776,CVS,10/12/2010 00:00,Female,Entire,Golden Retriever,34.25,34.25,0,NotInsured,0,Overweight/obese,Overweight/obese,1,14/11/2019 00:00,8.93,NonSurgical,,0,0,No recorded comorbidity ,0,,0,0,0,0,0,0,1,0,1,0,1,0,No,,No,,,04/06/2021 00:00,04/06/2021 00:00,12
